Photo ID,Common Name,Scientific Name,Project Name,Animal ID,Animal Group
d18328s9i10,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i11,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i12,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i13,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i14,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i15,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s9i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18328s4i1,Common Genet,Genetta genetta,Mount Kenya Survey,115,11
d18328s4i2,Common Genet,Genetta genetta,Mount Kenya Survey,115,11
d18328s4i3,Common Genet,Genetta genetta,Mount Kenya Survey,115,11
d18328s4i4,Common Genet,Genetta genetta,Mount Kenya Survey,115,11
d18328s4i5,Common Genet,Genetta genetta,Mount Kenya Survey,115,11
d18328s11i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s99i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s99i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s99i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s99i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s99i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s98i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s98i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s98i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s98i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s98i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s97i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s97i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s96i1,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s96i2,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s96i3,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s96i4,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s96i5,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s95i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s95i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s95i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s95i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s95i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s95i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i8,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s93i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s88i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i8,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i9,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i10,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i11,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s88i12,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i8,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i9,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s63i10,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s56i1,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i2,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i3,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i4,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i5,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i6,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i7,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i8,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i9,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s56i10,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s48i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s48i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s122i11,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s121i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s121i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s121i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s121i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s121i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s120i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s120i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s120i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s120i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s120i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s105i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s105i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s104i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s104i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s104i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s104i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s104i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s101i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s101i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18302s100i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s100i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s100i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i8,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i9,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i10,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s99i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i8,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i9,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s98i10,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s97i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s96i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s96i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s96i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s96i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s93i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s93i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s93i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s93i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i8,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s92i9,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s91i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s91i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s91i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s91i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s9i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s9i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s9i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s9i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s80i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s79i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s79i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s79i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s79i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s78i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s78i8,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s64i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s64i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s64i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s64i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s64i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s51i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s34i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s34i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s34i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s34i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s34i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s22i11,Bushbuck,Tragelaphus scriptus,Mount Kenya Survey,36,10
d18298s21i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s21i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s21i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s21i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s21i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s21i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s19i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i8,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s19i9,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s12i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s12i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s12i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s12i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s12i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s112i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s112i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s112i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s112i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s112i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s112i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18298s100i3,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i4,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i5,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i6,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i7,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i8,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i9,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i10,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i11,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i1,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18298s100i2,Leopard,Panthera pardus,Mount Kenya Survey,35,2
d18264s11i2,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i3,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i4,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i5,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i6,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i7,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i8,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18264s11i1,African Brush-tailed Porcupine,Atherurus africanus,Mount Kenya Survey,116,5
d18260s25i1,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i2,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i3,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i4,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i5,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i6,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i7,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i8,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i9,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s25i10,African Elephant,Loxodonta africana,Mount Kenya Survey,68,13
d18260s21i5,Blue Monkey,Cercopithecus mitis,Mount Kenya Survey,82,4
d18342s6i6,Common Duiker,Sylvicapra grimmia,Mount Kenya Survey,103,10
d18342s5i1,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i2,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i3,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i4,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i5,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i6,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i7,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i8,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i9,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i10,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18342s5i11,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18302s8i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i6,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i8,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i9,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s8i10,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s7i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s7i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s7i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s7i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s7i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s14i7,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s14i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s14i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s14i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18302s14i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18281s7i1,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18281s7i2,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18281s7i3,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18281s7i4,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18281s7i5,Spotted Hyaena,Crocuta crocuta,Mount Kenya Survey,34,1
d18360s9i3,Common Eland,Tragelaphus oryx,Mount Kenya Survey,89,13
d18360s9i16,Common Eland,Tragelaphus oryx,Mount Kenya Survey,89,13
d18360s7i15,Common Eland,Tragelaphus oryx,Mount Kenya Survey,89,13
d18360s7i16,Common Eland,Tragelaphus oryx,Mount Kenya Survey,89,13
d18346s15i1,Serval,Leptailurus serval,Mount Kenya Survey,47,2
d18346s13i59,Bushbuck,Tragelaphus scriptus,Mount Kenya Survey,36,10
d17617s2i1,White-tailed Deer,Odocoileus virginianus,NCSU Camera Trapping,3,10
d17617s2i2,White-tailed Deer,Odocoileus virginianus,NCSU Camera Trapping,3,10
d17617s2i3,White-tailed Deer,Odocoileus virginianus,NCSU Camera Trapping,3,10
d17492s11i6,Northern Raccoon,Procyon lotor,Smithsonian BioAcoustic Monitoring Project,7,11
d17492s4i1,Virginia Opossum,Didelphis virginiana,Smithsonian BioAcoustic Monitoring Project,9,5
d17492s4i9,Virginia Opossum,Didelphis virginiana,Smithsonian BioAcoustic Monitoring Project,9,5
d17681s16i111,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17682s14i1,Eastern Gray Squirrel,Sciurus carolinensis,Smithsonian BioAcoustic Monitoring Project,28,8
d17682s3i4,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17690s6i4,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17690s6i19,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17690s6i23,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17690s6i24,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17691s21i5,Grey Fox,Urocyon cinereoargenteus,Smithsonian BioAcoustic Monitoring Project,6,1
d17694s4i8,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17695s9i6,Wild Turkey,Meleagris gallopavo,Smithsonian BioAcoustic Monitoring Project,12,9
d17698s10i21,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17698s2i36,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17699s40i19,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17699s37i43,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17699s33i14,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17699s31i5,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17699s8i1,Northern Raccoon,Procyon lotor,Smithsonian BioAcoustic Monitoring Project,7,11
d17700s7i72,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17700s5i24,American Black Bear,Ursus americanus,Smithsonian BioAcoustic Monitoring Project,4,13
d17702s13i17,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d17702s13i13,White-tailed Deer,Odocoileus virginianus,Smithsonian BioAcoustic Monitoring Project,3,10
d18409s7i1,Unknown Animal,Unknown Animal,NCSU Camera Trapping,26,14
d18259s7i44,Unknown Animal,Unknown Animal,Urban to Wild Project,26,14
d18259s7i45,Unknown Animal,Unknown Animal,Urban to Wild Project,26,14
d18259s64i5,Eastern Gray Squirrel,Sciurus carolinensis,Urban to Wild Project,28,8
d18259s6i23,American Black Bear,Ursus americanus,Urban to Wild Project,4,13
d18259s4i1,Striped Skunk,Mephitis mephitis,Urban to Wild Project,66,7
d18259s34i2,Red Fox,Vulpes vulpes,Urban to Wild Project,38,1
d18259s32i1,Red Fox,Vulpes vulpes,Urban to Wild Project,38,1
d18259s3i45,American Black Bear,Ursus americanus,Urban to Wild Project,4,13
d18259s3i46,American Black Bear,Ursus americanus,Urban to Wild Project,4,13
d18259s18i11,Eastern Gray Squirrel,Sciurus carolinensis,Urban to Wild Project,28,8
d17104s95i1,Northern Raccoon,Procyon lotor,Carl Sandburg Home NHS Bear Project,7,11
d17104s31i1,Bobcat,Lynx rufus,Carl Sandburg Home NHS Bear Project,5,2
d17089s35i14,Wild Turkey,Meleagris gallopavo,Carl Sandburg Home NHS Bear Project,12,9
d17086s9i1,Bobcat,Lynx rufus,Carl Sandburg Home NHS Bear Project,5,2
d17086s9i2,Bobcat,Lynx rufus,Carl Sandburg Home NHS Bear Project,5,2
d17086s9i3,Bobcat,Lynx rufus,Carl Sandburg Home NHS Bear Project,5,2
d17086s8i1,Eastern Gray Squirrel,Sciurus carolinensis,Carl Sandburg Home NHS Bear Project,28,8
d17086s41i1,Grey Fox,Urocyon cinereoargenteus,Carl Sandburg Home NHS Bear Project,6,1
d17086s30i1,Virginia Opossum,Didelphis virginiana,Carl Sandburg Home NHS Bear Project,9,5
d17661s36i84,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s36i98,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s36i86,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s36i85,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s36i22,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s31i5,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s10i2,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17661s6i99,Unknown Animal,Unknown Animal,Urban to Wild Project,26,14
d17578s6i5,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17342s50i1,Eastern Gray Squirrel,Sciurus carolinensis,Urban to Wild Project,28,8
d17658s17i16,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17658s12i84,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17658s12i53,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17657s8i8,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17370s4i3,Spotted Paca,Cuniculus paca,Urban to Wild Project,117,3
d17362s8i60,White-tailed Deer,Odocoileus virginianus,Urban to Wild Project,3,10
d17100s38i1,Bobcat,Lynx rufus,Carl Sandburg Home NHS Bear Project,5,2
d17098s5i2,Wild Turkey,Meleagris gallopavo,Carl Sandburg Home NHS Bear Project,12,9
