animal_id,source
59,d16753s7i1
59,d16753s13i15
59,d16753s13i15
75,d16752s5i9
75,d16752s5i9
80,d16752s21i1
80,d16752s21i1
35,d16750s12i1
35,d16750s10i1
81,d16749s9i1
74,d16749s3i20
25,d16749s15i5
79,d16748s7i5
76,d16737s21i3
3,d18232s16i8
6,d18232s12i3
28,4303s5i4
4,d17312s2i50
3,d17676s4i3
3,d18049s8i75
1,d18161s19i5
3,d18164s18i11
69,d18166s4i5
69,d18166s4i2
3,d18169s4i18
3,d18174s7i7
7,d18180s18i12
79,d16746s5i8
79,d16746s5i8
82,d16746s29i1
83,d16746s27i1
55,d16746s17i1
55,d16746s17i1
75,d16745s66i3
83,d16743s30i3
83,d16743s30i21
83,d16743s30i50
83,d16743s30i3
84,d16743s23i5
84,d16743s23i5
74,d16742s3i8
74,d16742s21i21
59,d16742s17i52
59,d16742s11i20
84,d16741s7i7
79,d16740s24i3
79,d16740s24i4
74,d16738s5i1
75,d16738s4i5
22,d17562s31i9
41,d17562s6i3
23,d17562s8i1
20,d17560s3i14
69,d17551s38i15
69,d17551s33i4
59,d16504s4i4
71,d18595s3i1
71,d18595s3i2
71,d18595s3i3
26,d18595s2i1
26,d18595s2i11
26,d18595s2i12
28,d18493s23i7
1,d16556s52i4
3,d16556s48i6
1,d16556s47i1
1,d16556s30i29
1,d16556s30i28
1,d16556s30i26
1,d16556s30i24
1,d16556s30i23
1,d16556s30i22
1,d16556s9i1
1,d16556s2i1
1,d16548s27i2
1,d16548s27i1
33,d16257s33i4
3,d18674s108i35
28,d18674s66i4
3,d16274s4i39
36,d18309s57i15
85,d18309s56i5
47,d18309s52i1
47,d18309s52i2
47,d18309s52i3
47,d18309s52i4
47,d18309s52i5
34,d18309s5i8
34,d18309s5i9
34,d18309s5i10
34,d18309s5i11
34,d18309s5i20
34,d18309s5i4
34,d18309s5i5
34,d18309s5i6
34,d18309s5i7
34,d18309s35i1
34,d18309s14i7
34,d18309s14i1
34,d18309s14i2
34,d18309s14i3
34,d18309s14i4
34,d18309s14i5
34,d18309s14i6
35,d18309s115i4
35,d18309s115i5
35,d18309s115i6
35,d18309s115i7
35,d18309s115i8
35,d18309s115i9
35,d18309s115i10
35,d18309s115i11
35,d18309s115i1
35,d18309s115i1
35,d18309s115i2
35,d18309s115i2
35,d18309s115i3
35,d18309s115i3
34,d18309s114i40
34,d18309s114i41
34,d18309s114i42
34,d18309s114i43
34,d18309s114i15
34,d18309s114i16
34,d18309s114i17
34,d18309s114i18
34,d18309s114i17
34,d18309s114i19
34,d18309s114i20
34,d18309s114i19
34,d18309s114i21
34,d18309s114i22
34,d18309s114i21
34,d18309s114i23
34,d18309s114i24
34,d18309s114i25
34,d18309s114i26
34,d18309s114i27
34,d18309s114i23
34,d18309s114i28
34,d18309s114i29
34,d18309s114i30
34,d18309s114i31
34,d18309s114i28
34,d18309s114i32
34,d18309s114i33
34,d18309s114i34
34,d18309s114i35
34,d18309s114i36
34,d18309s114i37
34,d18309s114i38
34,d18309s114i39
34,d18309s114i32
34,d18309s114i8
34,d18309s114i9
34,d18309s114i10
34,d18309s114i11
34,d18309s114i11
34,d18309s114i12
34,d18309s114i13
34,d18309s114i14
34,d18309s114i12
47,d18309s111i2
47,d18309s111i3
47,d18309s111i4
47,d18309s111i5
47,d18309s111i6
47,d18309s111i7
47,d18309s111i5
5,d18219s40i4
3,d18219s37i35
7,d18219s11i4
34,d18309s130i2
34,d18309s130i3
34,d18309s130i4
35,d18309s109i1
35,d18309s109i2
35,d18309s109i3
35,d18309s109i4
35,d18309s109i5
35,d18309s109i3
35,d18309s109i6
35,d18309s109i7
35,d18309s109i6
34,d18309s108i1
34,d18309s108i2
34,d18309s108i3
34,d18309s108i4
34,d18309s108i5
34,d18309s108i4
34,d18309s108i6
34,d18309s108i6
34,d18309s107i2
34,d18309s107i2
34,d18309s107i3
34,d18309s107i4
34,d18309s107i5
34,d18309s107i3
34,d18309s107i6
34,d18309s107i7
34,d18309s107i11
34,d18309s107i6
35,d18309s103i1
35,d18309s103i2
35,d18309s103i3
35,d18309s103i3
35,d18309s103i4
35,d18309s103i5
35,d18309s103i4
7,d18673s19i3
6,d18673s3i17
6,d18673s3i5
6,d18673s3i3
28,d18723s25i9
7,d18723s14i39
7,d18723s14i31
6,d18708s7i7
6,d18708s7i3
6,d18708s7i2
1,d18701s10i2
3,d18701s4i10
1,d16408s7i7
6,d18694s31i2
4,d18213s14i2
4,d18213s14i4
55,d17171s31i10
55,d17171s31i9
55,d17171s31i8
55,d17171s31i7
55,d17171s31i6
55,d17171s31i5
55,d17171s31i4
55,d17171s31i3
55,d17171s31i2
55,d17171s12i4
55,d17171s12i3
55,d17171s12i2
55,d17171s12i1
86,d17171s4i1
86,d17171s3i25
86,d17171s3i55
61,d17170s164i9
61,d17170s164i3
61,d17170s164i2
61,d17170s164i1
55,d17170s106i7
55,d17170s106i6
55,d17170s106i5
55,d17170s106i4
55,d17170s102i5
55,d17170s102i4
55,d17170s102i3
55,d17170s102i2
55,d17170s102i1
55,d17170s97i1
55,d17170s105i7
55,d17170s106i3
55,d17170s105i6
87,d17170s52i2
87,d17170s52i1
86,d17170s49i7
86,d17170s49i1
88,d17170s28i3
88,d17170s19i6
88,d17170s19i5
89,d18475s29i2
90,d18472s11i1
3,d18472s9i5
3,d18472s9i1
6,d17931s8i5
38,d18601s26i3
38,d18601s10i3
3,d18601s8i6
3,d18530s43i9
38,d18530s7i12
38,d18530s7i15
3,d18529s12i12
3,d17925s25i5
1,d18689s6i7
47,d18759s2i12
47,d18759s2i11
47,d18759s2i10
47,d18759s2i8
47,d18759s2i7
47,d18759s2i6
47,d18759s2i5
47,d18759s2i4
47,d18759s2i3
47,d18759s2i2
47,d18759s2i1
28,4091s2i3
47,d17818s2i12
47,d17818s2i11
47,d17818s2i10
47,d17818s2i9
47,d17818s2i8
47,d17818s2i7
47,d17818s2i6
47,d17818s2i5
47,d17818s2i4
47,d17818s2i2
47,d17818s2i3
47,d17818s2i1
65,d18452s1966i4
34,d18295s40i4
34,d18295s26i3
34,d18295s23i5
34,d18295s23i4
34,d18295s15i4
34,d18295s15i3
36,d18295s3i29
36,d18295s3i3
5,d18171s7i1
5,d18171s6i5
91,d18290s124i4
34,d18398s11i36
34,d18398s11i35
35,d17753s279i5
35,d17753s279i4
35,d17753s279i3
32,d17753s541i5
34,d18315s105i12
34,d18315s105i13
34,d18315s105i14
34,d18315s105i15
34,d18315s105i16
34,d18315s105i17
34,d18315s105i18
34,d18315s105i19
34,d18315s105i20
36,d18315s64i4
92,d18315s4i2
92,d18315s4i3
92,d18315s4i4
65,d18573s12i1
36,d18290s61i40
36,d18290s41i20
91,d18335s11i10
91,d18335s11i9
33,d18724s43i1
33,d18724s30i1
8,d18724s26i34
7,d18724s18i1
3,d18724s14i2
3,d18724s10i1
6,d18708s7i9
39,d18697s16i17
93,d18398s9i2
93,d18398s9i7
34,d18398s11i37
34,d18398s11i1
34,d18398s11i2
34,d18398s11i4
34,d18398s11i7
34,d18398s11i12
34,d18398s11i17
34,d18398s11i20
34,d18398s11i21
34,d18398s11i22
28,d17662s99i2
7,d17662s27i7
4,d17312s2i52
4,d17312s2i7
35,d17753s135i4
35,d17753s135i3
35,d17753s135i2
35,d17753s593i3
35,d17753s593i4
35,d17753s593i5
35,d17753s593i6
35,d17753s593i7
35,d17753s593i8
35,d17753s593i9
35,d17753s593i10
35,d17753s593i11
36,d18576s11i11
36,d18576s11i7
34,d18454s36i4
34,d18454s36i3
34,d18454s36i2
34,d18453s47i5
34,d18453s47i4
34,d18453s47i3
36,d18449s22i8
3,d18004s8i68
3,d17974s44i19
1,d18746s2i1
1,d18746s2i2
1,d18746s1i1
38,d18743s26i4
38,d18742s64i1
26,d18742s60i1
3,d18742s49i16
3,d18741s42i50
38,d18741s16i9
28,d17941s8i4
9,d17941s7i5
5,d17941s6i4
4,d17941s2i33
4,d17941s2i13
1,d17878s7i4
3,d15990s1i47
33,d16277s33i2
4,d18649s7i37
94,d18649s54i7
4,d18649s4i5
4,d18649s3i3
4,d18649s25i51
4,d18649s18i20
4,d18649s17i9
4,d18649s12i39
4,d18649s11i34
3,d17678s4i6
73,d17678s31i5
73,d17678s30i1
73,d17678s30i2
73,d17678s25i4
73,d17678s22i4
73,d17678s22i10
73,d17678s22i13
3,d17676s1i17
3,d17348s2i80
28,d17348s11i3
1,d15980s5i2
5,d15968s4i4
5,d15968s4i1
5,d15968s3i1
28,4301s13i1
3,d17038s169i1
1,d17038s69i7
1,d17038s7i5
3,d18681s9i5
1,d18679s20i2
3,d18670s7i1
3,d18733s27i5
3,d18733s27i4
4,d17677s38i1
38,d17677s24i10
95,d18396s2i2
9,d18545s46i1
1,d17421s57i9
7,d17421s33i3
1,d17421s27i1
1,d17421s25i4
1,d17421s23i3
1,d17421s11i40
1,d17421s11i35
1,d17421s11i33
1,d17421s11i24
1,d17421s11i18
1,d17421s11i5
1,d17421s8i10
1,d18661s20i3
1,d18661s20i1
3,d18681s9i4
3,d16419s8i1
3,d18483s15i16
3,d18483s4i17
3,d18442s21i12
3,d18442s21i14
96,d18259s73i1
3,d18259s67i1
38,d18259s32i6
4,d18259s21i14
4,d18259s21i11
4,d18259s21i10
4,d18259s6i22
4,d17357s2i28
3,d17338s2i9
28,d18419s22i1
28,d18419s18i1
3,d18419s17i17
33,d18419s3i1
70,d17661s154i2
3,d17661s136i14
3,d17661s120i8
3,d17661s120i9
3,d17661s120i10
70,d17661s62i1
6,d17661s41i1
3,d17578s5i7
90,d17342s32i7
90,d17342s31i2
90,d17342s30i2
90,d17342s27i5
28,d17342s59i1
28,d17342s56i1
90,d17342s51i1
95,d17342s57i5
95,d17342s54i2
28,d17342s45i1
10,d17342s26i2
8,d17342s20i2
90,d17342s17i1
90,d17342s9i5
3,d17342s3i2
10,d17342s2i6
4,d18428s19i13
4,d18428s17i23
4,d18428s9i60
38,d18425s42i11
38,d18425s42i4
1,d18661s53i4
7,d18619s7i23
9,d18423s18i1
1,d16419s7i1
65,d18244s17i8
65,d18244s16i3
65,d18244s16i5
8,d17761s18i18
8,d17761s18i15
6,d17672s45i2
4,d17672s22i4
4,d17672s22i5
10,d17672s21i4
10,d17672s21i5
5,d17672s16i2
21,d17658s18i7
21,d17658s18i3
12,d17657s29i6
12,d17657s29i2
4,d17657s2i35
9,d17656s44i1
9,d17656s43i1
28,d17656s39i8
28,d17656s36i12
28,d17656s17i6
28,d17656s17i2
4,d17656s10i3
3,d18416s74i2
6,d17654s8i6
38,d17654s4i3
4,d17548s68i5
38,d17547s17i2
3,d17546s10i10
69,d17369s9i2
3,d17360s2i18
3,d17339s42i63
1,d17339s26i1
3,d18542s46i2
3,d17970s5i49
3,d17970s5i55
3,d17970s16i5
3,4286s4i30
3,4286s13i1
3,d18415s33i15
38,d18415s5i3
28,d17918s1i9
3,d17918s55i14
3,d17918s31i57
97,d17918s12i1
65,d17918s8i9
3,d17722s16i4
4,d17648s4i6
7,d17341s35i1
7,4098s2i15
12,d18180s19i1
7,d18180s18i11
4,d18179s2i13
3,d18419s17i18
3,d18417s27i7
3,d18417s20i5
3,d18417s20i7
3,d17346s80i32
1,d18662s7i1
3,d18610s6i2
79,d16491s5i2
38,d18605s20i3
70,d18608s28i4
7,d16801s172i3
59,d16506s20i20
59,d16506s20i23
84,d16505s8i4
84,d16505s8i10
84,d16505s4i26
84,d16505s4i69
84,d16505s4i72
84,d16505s4i85
59,d16505s36i2
98,d16505s327i3
84,d16505s26i1
84,d16505s23i10
84,d16505s2i4
74,d16505s15i1
84,d16505s13i5
7,d17649s48i1
70,d17649s42i8
70,d17649s42i1
8,d17649s37i1
3,d17649s18i1
1,d17649s14i1
99,d18270s74i22
99,d18270s74i14
99,d18270s74i15
99,d18270s74i13
99,d18270s74i21
99,d18270s74i9
99,d18270s74i5
99,d18270s64i99
99,d18270s64i51
99,d18270s64i31
99,d18270s64i12
99,d18270s64i15
99,d18270s64i17
100,d18270s46i34
93,d18373s23i4
93,d18373s23i2
100,d18270s11i8
3,d18608s47i11
3,d18608s47i12
3,d17930s12i1
3,d17930s12i3
7,d17930s9i1
6,d17930s4i4
1,d18569s3i1
3,d17338s2i7
3,d17344s8i20
3,d17548s57i54
3,d17548s57i45
3,d17548s43i68
28,d17656s70i1
3,d17656s62i9
95,d17656s53i2
28,d17656s39i7
4,d17656s22i94
4,d17656s22i71
4,d17761s19i10
3,d17761s15i37
4,d17762s6i22
3,d18111s8i12
3,d18111s26i4
4,d18110s6i1
4,d18110s6i2
4,d18110s6i3
4,d18110s6i5
59,d16504s4i3
101,d18550s55i17
54,d18564s28i1
21,d18563s33i1
21,d18563s8i1
3,d18424s4i13
3,d17722s15i10
3,d18416s20i2
90,d18604s27i9
39,d18605s2i1
3,d18167s7i14
3,d18167s7i13
3,d18167s7i11
3,d18158s17i14
3,d18158s4i6
3,d18157s20i33
3,d18135s7i2
3,d18135s7i6
3,d18135s7i7
3,d18135s7i8
28,d18015s4i1
3,d18002s3i32
3,d17974s5i7
9,d18608s80i1
9,d18608s80i2
9,d18608s80i3
70,d18608s28i5
70,d18608s27i1
38,d18605s97i3
38,d18605s112i3
99,d18270s74i19
1,d16275s66i1
1,d18566s96i1
1,d18565s9i1
1,d18565s9i2
1,d18565s9i5
47,d18347s15i10
47,d18347s15i9
47,d18347s15i8
47,d18347s15i7
47,d18347s15i6
93,d18375s2i4
93,d18375s2i3
35,d18267s55i27
100,d18267s47i1
34,d18267s24i9
34,d18267s24i10
34,d18267s21i3
99,d18267s12i10
102,d18277s19i2
102,d18277s19i4
100,d18327s9i13
100,d18327s9i12
100,d18327s2i9
27,d18339s9i2
3,d17346s78i153
3,d17346s102i13
100,d18275s9i69
35,d18275s66i1
35,d18275s66i2
35,d18275s66i3
35,d18275s66i4
35,d18275s66i5
35,d18275s66i6
35,d18275s66i7
35,d18275s66i8
35,d18275s66i9
35,d18275s66i10
35,d18275s66i11
35,d18275s66i12
100,d18275s61i1
100,d18275s61i2
93,d18373s23i1
47,d18345s6i1
47,d18345s3i1
47,d18345s3i2
47,d18345s3i3
47,d18345s3i4
47,d18345s3i5
35,d18272s88i1
35,d18272s88i2
35,d18272s88i3
35,d18272s88i4
35,d18272s88i5
35,d18272s88i6
35,d18272s88i7
34,d18272s47i1
34,d18272s47i2
34,d18272s47i3
34,d18272s47i4
34,d18272s47i5
34,d18272s47i8
34,d18272s47i9
34,d18272s47i10
34,d18272s47i11
34,d18272s47i12
99,d18270s73i18
99,d18270s73i19
99,d18270s73i1
99,d18270s73i2
99,d18270s73i3
99,d18270s73i4
99,d18270s73i5
99,d18270s73i6
99,d18270s73i7
99,d18270s73i8
99,d18270s73i9
99,d18270s73i10
99,d18270s73i11
99,d18270s73i12
99,d18270s73i13
99,d18270s73i16
99,d18270s73i17
100,d18270s11i6
100,d18270s11i7
100,d18270s11i9
100,d18270s11i10
100,d18270s11i11
3,d18004s8i20
3,d18004s8i51
4,d18004s7i1
3,d18004s6i18
3,d18004s3i9
59,d16503s3i33
59,d16503s3i5
74,d16502s7i6
77,d16500s68i1
84,d16500s63i2
103,d16500s53i1
104,d16499s8i18
82,d16498s9i1
76,d16497s14i5
105,d16491s31i2
106,d16491s14i11
104,d16490s15i3
107,d18361s3i11
12,d16277s30i1
12,d16277s31i5
33,d16266s78i1
3,d17363s1i8
4,d17358s1i4
3,d16265s25i33
33,d16241s52i1
4,d17358s3i66
4,d17358s3i1
3,d18440s8i1
6,d18209s2i4
3,d18018s25i1
3,d18018s24i7
3,d18018s23i17
3,d18018s22i2
3,d18018s20i6
3,d18016s2i2
3,d18016s2i3
92,d18299s5i3
92,d18299s5i4
85,d18299s2i1
85,d18316s15i2
85,d18316s13i13
85,d18316s13i17
85,d18316s10i16
85,d18316s4i5
36,d18341s3i23
36,d18341s3i22
107,d18343s20i23
107,d18343s20i22
36,d18343s8i16
36,d18343s8i12
36,d18343s8i11
36,d18343s8i8
91,d18359s7i2
91,d18359s6i54
91,d18359s6i53
91,d18359s5i7
91,d18359s5i1
107,d18361s3i5
93,d18385s6i31
47,d18343s9i1
47,d18343s9i2
47,d18343s9i3
47,d18343s9i4
34,d18321s7i1
35,d18321s10i1
35,d18321s10i2
35,d18321s10i3
35,d18321s10i4
35,d18321s10i5
35,d18321s10i6
34,d18310s12i4
34,d18310s12i5
34,d18310s12i1
34,d18310s12i2
34,d18310s12i3
35,d18299s4i1
35,d18299s4i2
35,d18299s4i3
35,d18299s4i4
35,d18299s4i5
35,d18299s4i6
35,d18299s4i7
35,d18299s4i8
35,d18299s4i9
35,d18299s4i10
35,d18295s8i1
35,d18295s8i2
35,d18295s8i3
35,d18295s8i4
35,d18295s8i5
34,d18295s40i1
34,d18295s40i2
35,d18295s32i14
35,d18295s32i15
35,d18295s32i16
35,d18295s32i17
35,d18295s32i18
35,d18295s32i19
35,d18295s32i20
35,d18295s32i21
35,d18295s32i1
35,d18295s32i2
35,d18295s32i3
35,d18295s32i4
35,d18295s32i5
35,d18295s32i6
35,d18295s32i7
35,d18295s32i8
35,d18295s32i9
35,d18295s32i10
35,d18295s32i11
35,d18295s32i12
35,d18295s32i13
34,d18295s31i1
34,d18295s30i1
34,d18295s30i2
34,d18295s30i3
34,d18295s30i4
34,d18295s29i1
34,d18295s29i2
34,d18295s29i3
34,d18295s29i4
34,d18295s29i5
34,d18295s27i1
34,d18295s27i2
34,d18295s27i3
34,d18295s27i4
34,d18295s26i2
35,d18295s24i1
35,d18295s24i2
35,d18295s24i3
35,d18295s24i4
34,d18295s23i2
34,d18295s23i3
35,d18295s16i1
35,d18295s16i2
35,d18295s16i3
35,d18295s16i4
35,d18295s16i5
35,d18295s16i6
35,d18295s16i7
35,d18295s16i8
34,d18295s15i2
34,d18295s14i2
34,d18295s14i3
34,d18295s14i4
34,d18295s14i5
34,d18295s14i6
34,d18295s14i7
34,d18295s14i8
34,d18295s14i9
34,d18295s14i10
34,d18295s14i11
34,d18295s13i5
34,d18295s13i6
34,d18295s13i7
34,d18295s13i8
34,d18295s13i9
34,d18295s13i10
34,d18295s13i11
34,d18295s13i12
34,d18295s13i13
34,d18295s13i14
34,d18295s13i15
34,d18295s13i1
34,d18295s13i2
34,d18295s13i3
34,d18295s13i4
108,d17302s33i2
108,d17438s5i3
43,d16343s14i1
109,d18267s6i3
109,d18267s6i2
34,d18267s5i5
34,d18267s5i4
34,d18267s5i1
34,d18266s10i7
34,d18266s10i6
34,d18266s10i5
34,d18266s7i5
34,d18266s7i2
36,d18266s3i7
101,d17413s110i1
21,d17301s36i1
101,d17301s31i1
20,d18571s13i6
20,d18571s3i7
20,d18571s3i1
20,d17913s7i4
20,d17913s6i9
20,d17913s5i1
20,d17913s5i2
110,d18367s4i5
91,d18337s5i63
91,d18337s5i103
35,d18323s5i1
35,d18323s5i2
35,d18323s5i3
35,d18323s5i4
35,d18323s5i5
35,d18267s55i13
35,d18267s55i14
35,d18267s55i15
35,d18267s55i16
35,d18267s55i17
35,d18267s55i21
35,d18267s55i22
35,d18267s55i23
35,d18267s55i24
35,d18267s55i25
35,d18267s55i26
35,d18267s55i28
35,d18267s55i29
35,d18267s55i30
35,d18267s55i2
35,d18267s55i3
35,d18267s54i1
35,d18267s54i2
35,d18267s54i3
35,d18267s54i4
35,d18267s54i5
35,d18267s54i6
35,d18267s54i7
35,d18267s54i11
35,d18267s54i16
35,d18267s52i1
35,d18267s52i2
35,d18267s52i3
35,d18267s52i4
35,d18267s52i5
35,d18267s52i6
35,d18267s52i7
35,d18267s52i8
35,d18267s52i9
35,d18267s52i10
35,d18267s52i11
35,d18267s52i12
35,d18267s52i13
35,d18266s2i5
35,d18266s2i6
35,d18266s2i7
35,d18266s2i8
35,d18266s2i9
35,d18266s2i10
35,d18266s2i11
35,d18266s2i12
35,d18266s2i13
35,d18266s2i14
35,d18266s2i15
35,d18266s2i16
35,d18266s2i17
35,d18266s2i18
35,d18266s2i19
35,d18266s2i20
35,d18266s2i1
35,d18266s2i2
35,d18266s2i3
35,d18266s2i4
1,d18476s127i3
1,d18476s120i3
1,d18476s120i2
1,d18476s61i2
6,d18476s56i2
3,d17929s11i75
3,d17929s11i26
3,d17929s11i14
21,d17929s9i1
21,d17929s8i4
3,d17929s5i6
5,d17145s11i5
5,d17145s11i3
6,d17145s4i6
20,d17145s1i22
20,d17145s1i21
20,d17145s1i19
20,d17145s1i11
20,d17145s1i5
20,d17145s1i2
3,d15769s9i41
3,d15769s9i49
7,d18469s251i22
3,d18469s247i5
28,d18538s68i1
95,d18538s64i1
28,d18538s41i5
5,d18538s14i1
5,d17421s81i12
5,d18538s46i1
6,d17635s43i3
6,d17635s28i3
6,d17635s22i1
3,d18428s51i32
3,d18428s51i34
3,d18428s51i59
3,d18428s51i67
3,d18152s16i11
3,d17628s44i1
3,d17612s3i1
3,d17425s3i32
3,d17425s3i29
1,d17423s14i6
1,d17423s13i2
6,d17628s50i1
3,d17628s4i2
3,d17868s14i1
9,d18427s23i9
70,d18427s19i1
7,d18422s13i4
39,d18421s5i3
7,d18411s46i6
7,d18411s26i1
4,d18411s3i6
12,d17849s49i4
3,d17747s5i5
6,d17723s295i3
28,d17723s273i1
7,d17723s246i6
6,d17723s195i2
6,d17723s195i1
1,d17723s136i2
28,d17723s115i2
7,d17723s98i1
4,d17679s15i6
4,d17679s15i4
4,d17679s6i15
4,d17679s6i8
4,d17679s6i11
67,d17674s20i1
78,d17674s12i2
7,d17673s2i2
1,d17667s49i1
6,d17667s42i9
1,d17667s30i2
3,d17667s15i5
6,d17667s12i6
1,d17667s3i2
9,d17666s25i6
9,d17666s11i3
9,d17666s7i4
7,d17666s6i1
9,d17653s82i1
6,d17653s42i13
6,d17653s42i7
6,d17653s42i5
6,d17653s42i2
6,d17653s14i10
69,d17653s13i1
1,d17653s12i2
7,d17653s3i1
7,d17652s50i2
9,d17652s39i3
3,d17652s15i5
65,d17642s2i5
65,d17642s2i7
12,d17586s49i8
7,d17104s121i2
7,d17585s78i3
4,d17585s44i5
7,d17585s28i14
9,d17584s26i3
32,d17584s9i1
7,d17584s7i10
7,d17584s7i1
6,d17584s4i1
9,d17584s3i1
28,d17105s46i6
28,d17105s46i9
9,d17105s38i1
9,d17105s24i11
7,d17105s10i7
3,d17104s36i4
36,d18448s32i2
36,d18448s29i11
38,d18469s42i2
36,d18449s22i5
100,d18272s9i1
4,d17101s14i4
4,d17101s14i3
111,d18448s54i1
36,d18448s32i3
1,d17101s6i1
36,d18448s29i9
36,d18448s29i7
36,d18448s29i6
36,d18448s29i3
111,d18448s61i4
111,d18448s61i2
111,d18448s61i3
72,d18446s351i32
72,d18446s351i31
72,d18446s351i30
72,d18446s351i29
72,d18446s351i28
72,d18446s351i27
72,d18446s351i26
72,d18446s351i25
72,d18446s351i24
72,d18446s351i23
72,d18446s351i22
72,d18446s351i21
72,d18446s351i20
72,d18446s351i19
48,d18445s26i1
107,d18445s24i3
107,d18445s4i14
107,d18445s3i6
107,d18445s2i21
92,d18307s7i7
92,d18307s7i6
92,d18307s7i5
92,d18307s7i4
92,d18307s7i3
92,d18307s7i2
92,d18307s7i1
99,d18307s3i11
99,d18307s3i5
35,d17774s52i12
35,d17774s52i11
35,d17774s52i10
35,d17774s52i9
35,d17774s52i8
35,d17774s52i7
35,d17774s52i6
35,d17774s52i5
35,d17774s52i4
35,d17774s52i3
35,d17774s50i15
35,d17774s50i14
35,d17774s50i13
35,d17774s50i12
35,d17774s50i11
35,d17774s50i10
35,d17774s50i9
35,d17774s50i8
35,d17774s50i7
35,d17774s50i6
35,d17774s50i5
91,d17774s46i48
91,d17774s46i46
91,d17774s45i25
91,d17774s42i80
91,d17774s42i5
112,d18452s5i2
110,d18456s88i1
95,d18456s55i1
110,d18456s51i3
110,d18456s39i68
110,d18456s38i7
110,d18456s3i3
3,d17976s6i15
3,d17976s12i12
3,d17976s10i35
3,d17974s44i7
27,d18338s87i6
107,d17807s5i6
107,d17807s5i7
85,d18450s15i1
65,d18003s8i1
3,d18003s7i3
3,d18002s3i14
3,d18002s3i26
7,d18002s2i6
36,d18444s134i18
107,d18444s126i4
27,d17807s3i1
107,d17808s5i9
107,d17808s5i7
72,d18443s274i23
72,d18443s274i22
72,d18443s274i21
72,d18443s274i20
72,d18443s274i11
72,d18443s274i5
72,d18443s274i6
72,d18443s274i7
72,d18443s274i8
72,d18443s274i9
72,d18443s274i10
107,d18355s3i12
72,d18276s100i11
93,d18457s8i17
93,d18457s8i18
27,d17803s3i8
36,d17803s5i72
27,d18340s3i23
27,d18340s3i18
27,d18340s3i9
27,d18340s3i4
27,d18340s3i3
34,d17774s134i7
34,d17774s134i6
34,d17774s134i5
34,d17774s126i5
34,d17774s126i6
34,d17774s126i7
34,d17774s126i8
34,d17774s126i9
34,d17774s126i10
34,d17774s126i11
34,d17774s126i12
34,d17774s126i13
36,d17774s149i14
36,d17774s149i5
36,d17774s113i10
36,d17774s113i9
34,d17774s75i8
34,d17774s75i7
34,d17774s75i6
34,d17774s75i5
34,d17774s75i4
34,d17774s75i3
34,d17774s34i4
34,d17774s34i3
34,d17774s34i2
35,d17774s12i17
35,d17774s12i16
35,d17774s12i15
35,d17774s12i14
35,d17774s12i13
35,d17774s12i12
35,d17774s12i11
3,d17097s7i9
3,d17095s2i48
3,d17094s14i7
3,d17094s13i3
3,d17094s9i11
27,d18326s9i3
27,d18326s4i8
107,d18342s6i5
27,d18342s2i2
107,d18348s26i7
107,d18348s17i56
107,d18348s17i47
107,d18348s17i8
107,d18348s7i4
107,d18348s5i26
107,d18348s5i29
107,d18348s6i1
113,d18374s136i31
12,d17089s33i1
9,d17086s26i3
5,d17086s9i11
28,d17086s3i3
114,d17611s27i6
114,d17611s13i18
114,d17611s12i3
93,d18457s8i1
72,d18446s351i7
72,d18446s351i8
72,d18446s351i9
72,d18446s351i10
72,d18446s351i11
72,d18446s351i12
72,d18446s351i13
72,d18446s351i14
72,d18446s351i15
72,d18446s351i16
72,d18443s274i19
100,d18271s78i2
115,d18271s109i2
35,d18271s111i25
36,d17797s14i11
36,d17797s14i13
36,d17797s14i12
92,d18271s41i4
92,d18271s41i3
34,d18271s29i15
35,d18271s7i16
35,d18271s7i18
35,d18271s7i17
27,d18326s9i4
27,d18326s4i9
65,d17794s9i3
65,d17794s9i4
65,d17794s9i5
90,d17794s6i5
85,d17794s3i3
36,d18300s5i33
36,d18300s5i10
28,d17084s4i7
7,d17079s11i13
3,d16149s159i20
3,d16149s135i38
3,d16149s118i22
3,d16149s115i4
12,d16149s94i1
12,d16149s89i4
38,d16149s68i2
3,d16149s61i10
3,d16149s58i56
12,d16149s52i6
28,d17341s83i3
3,d17341s23i78
7,d17341s10i11
3,d17334s4i1
3,d17313s4i13
35,d18283s4i20
35,d18283s4i1
35,d18283s4i2
35,d18283s4i3
35,d18283s4i4
35,d18283s4i5
35,d18283s4i6
35,d18283s4i7
35,d18283s4i8
35,d18283s4i9
35,d18283s4i10
35,d18283s4i16
35,d18283s4i17
35,d18283s4i18
35,d18283s4i19
38,d16149s68i4
3,d16149s61i9
12,d16149s47i1
3,d16149s18i63
12,d16149s111i13
35,d17770s138i2
35,d17770s113i6
35,d17770s113i7
35,d17770s33i5
35,d17774s12i18
114,d17870s200i1
114,d17870s160i1
26,d17332s7i3
1,d17316s5i5
5,d15777s9i3
3,d15777s7i14
4,d16120s5i3
3,d16117s14i1
3,d16117s11i2
4,d16112s14i1
8,d15991s12i9
3,d15989s2i43
65,d16058s7i1
92,d18315s95i1
92,d18315s95i2
47,d18315s94i1
47,d18315s94i2
47,d18315s94i3
35,d18315s93i1
35,d18315s93i2
35,d18315s93i3
35,d18315s93i4
34,d18315s92i1
34,d18315s92i2
34,d18315s92i3
